order_id,customer_id,order_date,status,created_at,updated_at
POCO45OC178,331,2021-09-28 00:00:00.000000,Success,2021-09-28 00:00:00.000000,2021-09-29 00:00:00.000000
PNPP59CM226,662,2021-03-10 00:00:00.000000,Success,2021-03-10 00:00:00.000000,2021-03-11 00:00:00.000000
MPAI82AO102,389,2021-10-01 00:00:00.000000,Success,2021-10-01 00:00:00.000000,2021-10-02 00:00:00.000000
AIMN31PN526,769,2022-04-13 00:00:00.000000,Success,2022-04-13 00:00:00.000000,2022-04-14 00:00:00.000000
IANC05AP215,294,2022-08-29 00:00:00.000000,Success,2022-08-29 00:00:00.000000,2022-08-30 00:00:00.000000
NOCO89CC732,749,2022-12-13 00:00:00.000000,Success,2022-12-13 00:00:00.000000,2022-12-14 00:00:00.000000
NMIN32OO063,314,2021-11-19 00:00:00.000000,Canceled,2021-11-19 00:00:00.000000,2021-11-19 00:00:00.000000
PNCA57MM691,377,2022-08-27 00:00:00.000000,Success,2022-08-27 00:00:00.000000,2022-08-28 00:00:00.000000
OCIA09CI804,641,2021-09-02 00:00:00.000000,Success,2021-09-02 00:00:00.000000,2021-09-03 00:00:00.000000
NPOA02PO977,570,2022-07-31 00:00:00.000000,Success,2022-07-31 00:00:00.000000,2022-08-01 00:00:00.000000
IONN86ON753,234,2021-08-24 00:00:00.000000,Success,2021-08-24 00:00:00.000000,2021-08-25 00:00:00.000000
CCOA32NI392,784,2021-07-02 00:00:00.000000,Success,2021-07-02 00:00:00.000000,2021-07-03 00:00:00.000000
ACMA24CI703,512,2022-07-28 00:00:00.000000,Success,2022-07-28 00:00:00.000000,2022-07-29 00:00:00.000000
OAAO43PI306,710,2021-05-06 00:00:00.000000,Success,2021-05-06 00:00:00.000000,2021-05-07 00:00:00.000000
OMAA44IN067,824,2022-04-16 00:00:00.000000,Success,2022-04-16 00:00:00.000000,2022-04-17 00:00:00.000000
MMMA64CA016,641,2022-06-15 00:00:00.000000,Success,2022-06-15 00:00:00.000000,2022-06-16 00:00:00.000000
MCAM79PC949,949,2021-07-26 00:00:00.000000,Success,2021-07-26 00:00:00.000000,2021-07-27 00:00:00.000000
OIAN87PA120,791,2021-02-12 00:00:00.000000,Success,2021-02-12 00:00:00.000000,2021-02-13 00:00:00.000000
NAPI27AC059,158,2021-06-29 00:00:00.000000,Success,2021-06-29 00:00:00.000000,2021-06-30 00:00:00.000000
NIMC69AC690,425,2021-12-09 00:00:00.000000,Success,2021-12-09 00:00:00.000000,2021-12-10 00:00:00.000000
MPON10IM799,972,2021-11-24 00:00:00.000000,Success,2021-11-24 00:00:00.000000,2021-11-25 00:00:00.000000
AOCO38NC466,915,2021-04-19 00:00:00.000000,Success,2021-04-19 00:00:00.000000,2021-04-20 00:00:00.000000
PPMI38OP255,173,2021-06-23 00:00:00.000000,Success,2021-06-23 00:00:00.000000,2021-06-24 00:00:00.000000
AIOP55NC262,57,2022-04-29 00:00:00.000000,Success,2022-04-29 00:00:00.000000,2022-04-30 00:00:00.000000
OACO22AM378,921,2021-06-03 00:00:00.000000,Success,2021-06-03 00:00:00.000000,2021-06-04 00:00:00.000000
OPAP39PA948,512,2022-11-10 00:00:00.000000,Success,2022-11-10 00:00:00.000000,2022-11-11 00:00:00.000000
CNAI72NA384,353,2021-10-18 00:00:00.000000,Success,2021-10-18 00:00:00.000000,2021-10-19 00:00:00.000000
OAPI88PI356,873,2022-10-04 00:00:00.000000,Success,2022-10-04 00:00:00.000000,2022-10-05 00:00:00.000000
NNNC99AM638,195,2022-08-02 00:00:00.000000,Success,2022-08-02 00:00:00.000000,2022-08-03 00:00:00.000000
ANIM79IC941,587,2021-09-15 00:00:00.000000,Success,2021-09-15 00:00:00.000000,2021-09-16 00:00:00.000000
AIPM98PA153,130,2021-05-11 00:00:00.000000,Success,2021-05-11 00:00:00.000000,2021-05-12 00:00:00.000000
APIA13OA053,148,2021-05-09 00:00:00.000000,Success,2021-05-09 00:00:00.000000,2021-05-10 00:00:00.000000
IAIC09AP270,627,2021-01-19 00:00:00.000000,Success,2021-01-19 00:00:00.000000,2021-01-20 00:00:00.000000
ANAP15PM799,830,2022-07-05 00:00:00.000000,Success,2022-07-05 00:00:00.000000,2022-07-06 00:00:00.000000
PAOC53PN688,195,2022-06-16 00:00:00.000000,Success,2022-06-16 00:00:00.000000,2022-06-17 00:00:00.000000
OIOI32MP908,279,2021-01-23 00:00:00.000000,Success,2021-01-23 00:00:00.000000,2021-01-24 00:00:00.000000
MIMA34AN682,249,2021-12-17 00:00:00.000000,Canceled,2021-12-17 00:00:00.000000,2021-12-17 00:00:00.000000
PAOC88IO676,373,2021-12-07 00:00:00.000000,Success,2021-12-07 00:00:00.000000,2021-12-08 00:00:00.000000
NINI19AC099,240,2021-06-07 00:00:00.000000,Canceled,2021-06-07 00:00:00.000000,2021-06-07 00:00:00.000000
PPOA99NO002,194,2021-11-15 00:00:00.000000,Success,2021-11-15 00:00:00.000000,2021-11-16 00:00:00.000000
AACN83AO563,584,2021-06-21 00:00:00.000000,Success,2021-06-21 00:00:00.000000,2021-06-22 00:00:00.000000
NMAP19AN791,351,2021-08-31 00:00:00.000000,Success,2021-08-31 00:00:00.000000,2021-09-01 00:00:00.000000
NOMI03AP007,601,2022-12-26 00:00:00.000000,Success,2022-12-26 00:00:00.000000,2022-12-27 00:00:00.000000
COMC90AA647,57,2022-03-23 00:00:00.000000,Success,2022-03-23 00:00:00.000000,2022-03-24 00:00:00.000000
NCOA25AO528,147,2021-06-21 00:00:00.000000,Success,2021-06-21 00:00:00.000000,2021-06-22 00:00:00.000000
IMIO06MN816,472,2021-08-10 00:00:00.000000,Success,2021-08-10 00:00:00.000000,2021-08-11 00:00:00.000000
IOMI98NA353,741,2021-08-18 00:00:00.000000,Success,2021-08-18 00:00:00.000000,2021-08-19 00:00:00.000000
PAMO24IA520,251,2021-06-29 00:00:00.000000,Success,2021-06-29 00:00:00.000000,2021-06-30 00:00:00.000000
MMIN67AO501,843,2021-01-13 00:00:00.000000,Success,2021-01-13 00:00:00.000000,2021-01-14 00:00:00.000000
ONCN30IM800,959,2022-02-07 00:00:00.000000,Success,2022-02-07 00:00:00.000000,2022-02-08 00:00:00.000000
NOOA19IN647,274,2021-10-11 00:00:00.000000,Success,2021-10-11 00:00:00.000000,2021-10-12 00:00:00.000000
PAAA12CC507,467,2021-07-04 00:00:00.000000,Success,2021-07-04 00:00:00.000000,2021-07-05 00:00:00.000000
OAPI73NO454,379,2021-04-20 00:00:00.000000,Success,2021-04-20 00:00:00.000000,2021-04-21 00:00:00.000000
OIAO51NA078,100,2022-09-11 00:00:00.000000,Success,2022-09-11 00:00:00.000000,2022-09-12 00:00:00.000000
CNOA25II651,152,2022-04-10 00:00:00.000000,Success,2022-04-10 00:00:00.000000,2022-04-11 00:00:00.000000
AANA06OI203,58,2021-04-27 00:00:00.000000,Success,2021-04-27 00:00:00.000000,2021-04-28 00:00:00.000000
CNIP71NA469,869,2021-09-22 00:00:00.000000,Success,2021-09-22 00:00:00.000000,2021-09-23 00:00:00.000000
POAO76MA213,655,2021-05-11 00:00:00.000000,Success,2021-05-11 00:00:00.000000,2021-05-12 00:00:00.000000
PMAO12MA259,577,2021-06-16 00:00:00.000000,Canceled,2021-06-16 00:00:00.000000,2021-06-16 00:00:00.000000
MAIA38NN545,874,2022-12-10 00:00:00.000000,Success,2022-12-10 00:00:00.000000,2022-12-11 00:00:00.000000
AMMA68CO150,341,2022-04-27 00:00:00.000000,Success,2022-04-27 00:00:00.000000,2022-04-28 00:00:00.000000
PMAM47PA712,487,2022-02-26 00:00:00.000000,Success,2022-02-26 00:00:00.000000,2022-02-27 00:00:00.000000
MNOA28OI825,252,2022-10-05 00:00:00.000000,Success,2022-10-05 00:00:00.000000,2022-10-06 00:00:00.000000
PIPI22OP627,231,2021-10-09 00:00:00.000000,Success,2021-10-09 00:00:00.000000,2021-10-10 00:00:00.000000
OACC57AP958,713,2022-11-01 00:00:00.000000,Success,2022-11-01 00:00:00.000000,2022-11-02 00:00:00.000000
AMIN13IC279,541,2021-11-17 00:00:00.000000,Success,2021-11-17 00:00:00.000000,2021-11-18 00:00:00.000000
NAIO49IO830,334,2021-08-25 00:00:00.000000,Success,2021-08-25 00:00:00.000000,2021-08-26 00:00:00.000000
ANMC84PN129,249,2021-01-01 00:00:00.000000,Success,2021-01-01 00:00:00.000000,2021-01-02 00:00:00.000000
MOIO90AA471,55,2021-05-13 00:00:00.000000,Success,2021-05-13 00:00:00.000000,2021-05-14 00:00:00.000000
OOOO68CA089,538,2022-01-14 00:00:00.000000,Success,2022-01-14 00:00:00.000000,2022-01-15 00:00:00.000000
CMAI45ON647,211,2022-02-16 00:00:00.000000,Success,2022-02-16 00:00:00.000000,2022-02-17 00:00:00.000000
OCCM14AI521,519,2022-05-28 00:00:00.000000,Success,2022-05-28 00:00:00.000000,2022-05-29 00:00:00.000000
OMMI99MN032,814,2022-05-16 00:00:00.000000,Canceled,2022-05-16 00:00:00.000000,2022-05-16 00:00:00.000000
MCCA82OO191,34,2021-12-20 00:00:00.000000,Canceled,2021-12-20 00:00:00.000000,2021-12-20 00:00:00.000000
ICAC00OA459,619,2021-06-29 00:00:00.000000,Canceled,2021-06-29 00:00:00.000000,2021-06-29 00:00:00.000000
AANA12IC317,671,2021-10-13 00:00:00.000000,Success,2021-10-13 00:00:00.000000,2021-10-14 00:00:00.000000
MNCN58OA459,625,2021-10-20 00:00:00.000000,Canceled,2021-10-20 00:00:00.000000,2021-10-20 00:00:00.000000
NANI29IP197,452,2021-12-12 00:00:00.000000,Success,2021-12-12 00:00:00.000000,2021-12-13 00:00:00.000000
NCNC73CP427,625,2021-04-18 00:00:00.000000,Success,2021-04-18 00:00:00.000000,2021-04-19 00:00:00.000000
AOIA36CO047,23,2022-09-12 00:00:00.000000,Success,2022-09-12 00:00:00.000000,2022-09-13 00:00:00.000000
OAPC62IO954,863,2022-01-01 00:00:00.000000,Success,2022-01-01 00:00:00.000000,2022-01-02 00:00:00.000000
ACIA68OP693,154,2021-06-26 00:00:00.000000,Canceled,2021-06-26 00:00:00.000000,2021-06-26 00:00:00.000000
PICC22OM254,86,2021-05-09 00:00:00.000000,Success,2021-05-09 00:00:00.000000,2021-05-10 00:00:00.000000
ICCM58NO572,780,2021-08-08 00:00:00.000000,Success,2021-08-08 00:00:00.000000,2021-08-09 00:00:00.000000
OCAA15NA963,763,2021-07-08 00:00:00.000000,Success,2021-07-08 00:00:00.000000,2021-07-09 00:00:00.000000
AMCA81OP636,941,2022-12-07 00:00:00.000000,Success,2022-12-07 00:00:00.000000,2022-12-08 00:00:00.000000
CAMM02CA565,615,2022-01-23 00:00:00.000000,Success,2022-01-23 00:00:00.000000,2022-01-24 00:00:00.000000
COIC71PA250,342,2022-10-19 00:00:00.000000,Success,2022-10-19 00:00:00.000000,2022-10-20 00:00:00.000000
OAAP03NA440,399,2022-10-26 00:00:00.000000,Success,2022-10-26 00:00:00.000000,2022-10-27 00:00:00.000000
MMPP04CA374,541,2021-08-23 00:00:00.000000,Success,2021-08-23 00:00:00.000000,2021-08-24 00:00:00.000000
MAAA08IA945,519,2021-01-21 00:00:00.000000,Success,2021-01-21 00:00:00.000000,2021-01-22 00:00:00.000000
ANIA33CO885,704,2022-08-09 00:00:00.000000,Success,2022-08-09 00:00:00.000000,2022-08-10 00:00:00.000000
AOOA25MN383,977,2021-12-19 00:00:00.000000,Success,2021-12-19 00:00:00.000000,2021-12-20 00:00:00.000000
CAII50MN024,755,2021-07-29 00:00:00.000000,Success,2021-07-29 00:00:00.000000,2021-07-30 00:00:00.000000
OPAM94PA077,704,2022-01-25 00:00:00.000000,Success,2022-01-25 00:00:00.000000,2022-01-26 00:00:00.000000
AOPI32OA172,521,2022-08-20 00:00:00.000000,Success,2022-08-20 00:00:00.000000,2022-08-21 00:00:00.000000
MPAM55AN316,804,2021-07-26 00:00:00.000000,Canceled,2021-07-26 00:00:00.000000,2021-07-26 00:00:00.000000
ACAO29IO121,275,2022-02-06 00:00:00.000000,Success,2022-02-06 00:00:00.000000,2022-02-07 00:00:00.000000
CAPA60OM398,569,2022-07-16 00:00:00.000000,Success,2022-07-16 00:00:00.000000,2022-07-17 00:00:00.000000
AACO70PI342,917,2022-09-23 00:00:00.000000,Success,2022-09-23 00:00:00.000000,2022-09-24 00:00:00.000000
AOPA85CI446,556,2022-03-19 00:00:00.000000,Success,2022-03-19 00:00:00.000000,2022-03-20 00:00:00.000000
PNNA38NA242,517,2022-01-11 00:00:00.000000,Success,2022-01-11 00:00:00.000000,2022-01-12 00:00:00.000000
MAAC52OP341,523,2021-02-24 00:00:00.000000,Success,2021-02-24 00:00:00.000000,2021-02-25 00:00:00.000000
CCPA94IP108,175,2022-03-12 00:00:00.000000,Success,2022-03-12 00:00:00.000000,2022-03-13 00:00:00.000000
AMAI13OA534,20,2021-07-26 00:00:00.000000,Success,2021-07-26 00:00:00.000000,2021-07-27 00:00:00.000000
IIMN16AN220,215,2021-10-11 00:00:00.000000,Success,2021-10-11 00:00:00.000000,2021-10-12 00:00:00.000000
PCMI31CA899,390,2022-10-12 00:00:00.000000,Success,2022-10-12 00:00:00.000000,2022-10-13 00:00:00.000000
CIAO00PA980,161,2022-01-07 00:00:00.000000,Success,2022-01-07 00:00:00.000000,2022-01-08 00:00:00.000000
INOI47MA747,662,2022-12-05 00:00:00.000000,Success,2022-12-05 00:00:00.000000,2022-12-06 00:00:00.000000
IANP54CC008,411,2022-08-18 00:00:00.000000,Success,2022-08-18 00:00:00.000000,2022-08-19 00:00:00.000000
MNOC99MI447,794,2022-08-05 00:00:00.000000,Success,2022-08-05 00:00:00.000000,2022-08-06 00:00:00.000000
OOAA73MO102,363,2022-10-28 00:00:00.000000,Success,2022-10-28 00:00:00.000000,2022-10-29 00:00:00.000000
CPIP45PN493,969,2022-01-25 00:00:00.000000,Success,2022-01-25 00:00:00.000000,2022-01-26 00:00:00.000000
ANNP53ON660,645,2022-11-27 00:00:00.000000,Success,2022-11-27 00:00:00.000000,2022-11-28 00:00:00.000000
OPAO33CI957,121,2022-12-08 00:00:00.000000,Canceled,2022-12-08 00:00:00.000000,2022-12-08 00:00:00.000000
MMNO68NC435,858,2022-06-20 00:00:00.000000,Success,2022-06-20 00:00:00.000000,2022-06-21 00:00:00.000000
MPAC80NN449,454,2021-11-02 00:00:00.000000,Success,2021-11-02 00:00:00.000000,2021-11-03 00:00:00.000000
CAMC82AC167,221,2021-03-08 00:00:00.000000,Success,2021-03-08 00:00:00.000000,2021-03-09 00:00:00.000000
NNCC95NO341,322,2021-02-11 00:00:00.000000,Success,2021-02-11 00:00:00.000000,2021-02-12 00:00:00.000000
IMNA92CI523,958,2021-03-02 00:00:00.000000,Success,2021-03-02 00:00:00.000000,2021-03-03 00:00:00.000000
AIAP00PO667,510,2021-04-28 00:00:00.000000,Success,2021-04-28 00:00:00.000000,2021-04-29 00:00:00.000000
ACAA52AA708,257,2021-06-18 00:00:00.000000,Success,2021-06-18 00:00:00.000000,2021-06-19 00:00:00.000000
INPA61IP460,750,2021-02-05 00:00:00.000000,Success,2021-02-05 00:00:00.000000,2021-02-06 00:00:00.000000
AMAI28CO393,271,2022-09-20 00:00:00.000000,Success,2022-09-20 00:00:00.000000,2022-09-21 00:00:00.000000
AOCA18AO742,609,2021-08-23 00:00:00.000000,Success,2021-08-23 00:00:00.000000,2021-08-24 00:00:00.000000
APOP64AM478,802,2021-12-30 00:00:00.000000,Success,2021-12-30 00:00:00.000000,2021-12-31 00:00:00.000000
NOAN53IO324,333,2022-05-12 00:00:00.000000,Success,2022-05-12 00:00:00.000000,2022-05-13 00:00:00.000000
NPOA52OA663,273,2021-07-22 00:00:00.000000,Success,2021-07-22 00:00:00.000000,2021-07-23 00:00:00.000000
APCN68CN588,768,2021-08-26 00:00:00.000000,Success,2021-08-26 00:00:00.000000,2021-08-27 00:00:00.000000
MNII91PN842,595,2021-07-11 00:00:00.000000,Success,2021-07-11 00:00:00.000000,2021-07-12 00:00:00.000000
NOMP37CO140,112,2022-12-09 00:00:00.000000,Success,2022-12-09 00:00:00.000000,2022-12-10 00:00:00.000000
IOIO16CI960,704,2021-07-24 00:00:00.000000,Success,2021-07-24 00:00:00.000000,2021-07-25 00:00:00.000000
OIPA29CI676,566,2021-11-25 00:00:00.000000,Success,2021-11-25 00:00:00.000000,2021-11-26 00:00:00.000000
ACIA47MP097,127,2022-11-10 00:00:00.000000,Success,2022-11-10 00:00:00.000000,2022-11-11 00:00:00.000000
PAAN19IA818,284,2021-09-18 00:00:00.000000,Success,2021-09-18 00:00:00.000000,2021-09-19 00:00:00.000000
PIMM37NI430,375,2022-10-11 00:00:00.000000,Success,2022-10-11 00:00:00.000000,2022-10-12 00:00:00.000000
PACC06AA147,20,2021-08-07 00:00:00.000000,Success,2021-08-07 00:00:00.000000,2021-08-08 00:00:00.000000
ICMI63CI757,400,2021-03-19 00:00:00.000000,Success,2021-03-19 00:00:00.000000,2021-03-20 00:00:00.000000
MIIM37AM744,464,2022-01-01 00:00:00.000000,Success,2022-01-01 00:00:00.000000,2022-01-02 00:00:00.000000
CACP44NP473,429,2021-01-19 00:00:00.000000,Success,2021-01-19 00:00:00.000000,2021-01-20 00:00:00.000000
CNNI82CN741,469,2022-09-14 00:00:00.000000,Success,2022-09-14 00:00:00.000000,2022-09-15 00:00:00.000000
IOPO20CA241,60,2021-03-21 00:00:00.000000,Success,2021-03-21 00:00:00.000000,2021-03-22 00:00:00.000000
ANNA22CI667,395,2021-04-30 00:00:00.000000,Success,2021-04-30 00:00:00.000000,2021-05-01 00:00:00.000000
PNPI22NC669,560,2021-12-24 00:00:00.000000,Success,2021-12-24 00:00:00.000000,2021-12-25 00:00:00.000000
ANOA49AI603,144,2021-07-27 00:00:00.000000,Success,2021-07-27 00:00:00.000000,2021-07-28 00:00:00.000000
CAMN30MA261,673,2021-02-13 00:00:00.000000,Success,2021-02-13 00:00:00.000000,2021-02-14 00:00:00.000000
AAMA29CO416,724,2021-08-16 00:00:00.000000,Success,2021-08-16 00:00:00.000000,2021-08-17 00:00:00.000000
AMAA16AA563,761,2021-05-05 00:00:00.000000,Success,2021-05-05 00:00:00.000000,2021-05-06 00:00:00.000000
IANA94AA348,437,2022-03-30 00:00:00.000000,Success,2022-03-30 00:00:00.000000,2022-03-31 00:00:00.000000
OCAO76OO959,678,2021-10-10 00:00:00.000000,Success,2021-10-10 00:00:00.000000,2021-10-11 00:00:00.000000
MNAI21IO686,763,2021-08-01 00:00:00.000000,Success,2021-08-01 00:00:00.000000,2021-08-02 00:00:00.000000
IOIN03CA202,515,2022-09-10 00:00:00.000000,Success,2022-09-10 00:00:00.000000,2022-09-11 00:00:00.000000
IMCN59AA546,203,2022-10-08 00:00:00.000000,Success,2022-10-08 00:00:00.000000,2022-10-09 00:00:00.000000
AIPM47CP440,636,2021-06-28 00:00:00.000000,Canceled,2021-06-28 00:00:00.000000,2021-06-28 00:00:00.000000
CMPO17NA869,867,2021-02-28 00:00:00.000000,Success,2021-02-28 00:00:00.000000,2021-03-01 00:00:00.000000
IMCP67AP287,710,2021-04-30 00:00:00.000000,Success,2021-04-30 00:00:00.000000,2021-05-01 00:00:00.000000
NIOC61PP092,69,2021-07-25 00:00:00.000000,Success,2021-07-25 00:00:00.000000,2021-07-26 00:00:00.000000
ONOO13PI716,457,2021-11-18 00:00:00.000000,Success,2021-11-18 00:00:00.000000,2021-11-19 00:00:00.000000
AAIP41OA667,837,2022-06-24 00:00:00.000000,Success,2022-06-24 00:00:00.000000,2022-06-25 00:00:00.000000
CAPA21NP882,537,2021-12-13 00:00:00.000000,Success,2021-12-13 00:00:00.000000,2021-12-14 00:00:00.000000
NICN02IP886,501,2021-03-15 00:00:00.000000,Success,2021-03-15 00:00:00.000000,2021-03-16 00:00:00.000000
PCAP03OA082,258,2021-12-14 00:00:00.000000,Success,2021-12-14 00:00:00.000000,2021-12-15 00:00:00.000000
IAIN81ON837,691,2022-10-31 00:00:00.000000,Canceled,2022-10-31 00:00:00.000000,2022-10-31 00:00:00.000000
AMAO47MN537,427,2021-01-02 00:00:00.000000,Success,2021-01-02 00:00:00.000000,2021-01-03 00:00:00.000000
MNPI98IM019,154,2022-12-20 00:00:00.000000,Success,2022-12-20 00:00:00.000000,2022-12-21 00:00:00.000000
APPM29ON379,335,2021-12-14 00:00:00.000000,Success,2021-12-14 00:00:00.000000,2021-12-15 00:00:00.000000
AONP53NM019,61,2022-05-28 00:00:00.000000,Success,2022-05-28 00:00:00.000000,2022-05-29 00:00:00.000000
OCNN95AM377,958,2021-07-23 00:00:00.000000,Success,2021-07-23 00:00:00.000000,2021-07-24 00:00:00.000000
AOCC95PO355,144,2022-10-26 00:00:00.000000,Success,2022-10-26 00:00:00.000000,2022-10-27 00:00:00.000000
AAOP95AM516,821,2021-12-15 00:00:00.000000,Success,2021-12-15 00:00:00.000000,2021-12-16 00:00:00.000000
IPCM27NI557,263,2022-03-01 00:00:00.000000,Success,2022-03-01 00:00:00.000000,2022-03-02 00:00:00.000000
IINA69CA714,626,2021-04-20 00:00:00.000000,Canceled,2021-04-20 00:00:00.000000,2021-04-20 00:00:00.000000
AMCC51AA677,554,2021-06-29 00:00:00.000000,Success,2021-06-29 00:00:00.000000,2021-06-30 00:00:00.000000
OCAI74CM231,700,2022-03-31 00:00:00.000000,Success,2022-03-31 00:00:00.000000,2022-04-01 00:00:00.000000
PPNM27NP543,500,2021-06-23 00:00:00.000000,Success,2021-06-23 00:00:00.000000,2021-06-24 00:00:00.000000
AOIA76OM589,255,2022-09-16 00:00:00.000000,Success,2022-09-16 00:00:00.000000,2022-09-17 00:00:00.000000
PNPA31MP377,74,2022-10-20 00:00:00.000000,Success,2022-10-20 00:00:00.000000,2022-10-21 00:00:00.000000
MICA50MP037,974,2021-03-11 00:00:00.000000,Success,2021-03-11 00:00:00.000000,2021-03-12 00:00:00.000000
NAAN04AI520,129,2021-12-06 00:00:00.000000,Success,2021-12-06 00:00:00.000000,2021-12-07 00:00:00.000000
CCNN74NA591,991,2021-12-10 00:00:00.000000,Success,2021-12-10 00:00:00.000000,2021-12-11 00:00:00.000000
POCA79IP191,275,2021-11-05 00:00:00.000000,Success,2021-11-05 00:00:00.000000,2021-11-06 00:00:00.000000
MINA58NN914,114,2022-07-06 00:00:00.000000,Success,2022-07-06 00:00:00.000000,2022-07-07 00:00:00.000000
ACIC68AO866,601,2022-05-03 00:00:00.000000,Success,2022-05-03 00:00:00.000000,2022-05-04 00:00:00.000000
NMIA04CA762,59,2022-09-23 00:00:00.000000,Success,2022-09-23 00:00:00.000000,2022-09-24 00:00:00.000000
NNCP32NI783,553,2021-10-09 00:00:00.000000,Success,2021-10-09 00:00:00.000000,2021-10-10 00:00:00.000000
NIIO74CM222,512,2022-10-30 00:00:00.000000,Success,2022-10-30 00:00:00.000000,2022-10-31 00:00:00.000000
CMOA61II113,162,2021-05-05 00:00:00.000000,Success,2021-05-05 00:00:00.000000,2021-05-06 00:00:00.000000
OAAN33CI669,82,2022-10-06 00:00:00.000000,Success,2022-10-06 00:00:00.000000,2022-10-07 00:00:00.000000
NNCO51AN178,885,2021-02-05 00:00:00.000000,Canceled,2021-02-05 00:00:00.000000,2021-02-05 00:00:00.000000
PNOM47CN306,191,2022-11-29 00:00:00.000000,Success,2022-11-29 00:00:00.000000,2022-11-30 00:00:00.000000
PAAO54AO440,279,2021-12-06 00:00:00.000000,Success,2021-12-06 00:00:00.000000,2021-12-07 00:00:00.000000
PIAP44CA204,160,2022-01-13 00:00:00.000000,Success,2022-01-13 00:00:00.000000,2022-01-14 00:00:00.000000
AAIO34PI934,456,2022-01-17 00:00:00.000000,Success,2022-01-17 00:00:00.000000,2022-01-18 00:00:00.000000
CMIP88NA589,565,2022-10-10 00:00:00.000000,Success,2022-10-10 00:00:00.000000,2022-10-11 00:00:00.000000
IPOI55CA161,464,2021-01-15 00:00:00.000000,Success,2021-01-15 00:00:00.000000,2021-01-16 00:00:00.000000
NANC31PA286,418,2022-06-15 00:00:00.000000,Success,2022-06-15 00:00:00.000000,2022-06-16 00:00:00.000000
NAMP23CI212,231,2021-08-25 00:00:00.000000,Success,2021-08-25 00:00:00.000000,2021-08-26 00:00:00.000000
OMCM79AC353,905,2021-12-02 00:00:00.000000,Success,2021-12-02 00:00:00.000000,2021-12-03 00:00:00.000000
OMCP32AM407,836,2021-06-22 00:00:00.000000,Success,2021-06-22 00:00:00.000000,2021-06-23 00:00:00.000000
AOOP20CA601,237,2021-08-13 00:00:00.000000,Success,2021-08-13 00:00:00.000000,2021-08-14 00:00:00.000000
MNCM89IC807,116,2021-01-01 00:00:00.000000,Success,2021-01-01 00:00:00.000000,2021-01-02 00:00:00.000000
AAOI49CI264,200,2021-11-16 00:00:00.000000,Success,2021-11-16 00:00:00.000000,2021-11-17 00:00:00.000000
OMMP82MP563,424,2021-05-11 00:00:00.000000,Success,2021-05-11 00:00:00.000000,2021-05-12 00:00:00.000000
INIA14CI242,150,2022-06-19 00:00:00.000000,Success,2022-06-19 00:00:00.000000,2022-06-20 00:00:00.000000
NIAA24AI565,963,2022-11-11 00:00:00.000000,Success,2022-11-11 00:00:00.000000,2022-11-12 00:00:00.000000
OANI48OP574,155,2021-03-15 00:00:00.000000,Success,2021-03-15 00:00:00.000000,2021-03-16 00:00:00.000000
PINI84CC225,387,2021-06-10 00:00:00.000000,Success,2021-06-10 00:00:00.000000,2021-06-11 00:00:00.000000
