order_detail_id,order_id,product_id,quantity,price,created_at,updated_at
58,PNPP59CM226,B08FTFXNNB,13,1999.0,2021-03-10 00:00:00.000000,2021-03-10 00:00:00.000000
59,PNPP59CM226,B01M0505SJ,14,2485.0,2021-03-10 00:00:00.000000,2021-03-10 00:00:00.000000
60,PNPP59CM226,B09TP5KBN7,6,1099.0,2021-03-10 00:00:00.000000,2021-03-10 00:00:00.000000
61,PNPP59CM226,B0BCKWZ884,5,2999.0,2021-03-10 00:00:00.000000,2021-03-10 00:00:00.000000
62,PNPP59CM226,B08MVXPTDG,1,4200.0,2021-03-10 00:00:00.000000,2021-03-10 00:00:00.000000
63,MPAI82AO102,B08J82K4GX,9,19110.0,2021-10-01 00:00:00.000000,2021-10-01 00:00:00.000000
64,MPAI82AO102,B08CFJBZRK,6,6295.0,2021-10-01 00:00:00.000000,2021-10-01 00:00:00.000000
65,MPAI82AO102,B097JQ1J5G,4,499.0,2021-10-01 00:00:00.000000,2021-10-01 00:00:00.000000
66,MPAI82AO102,B0B5GF6DQD,15,5999.0,2021-10-01 00:00:00.000000,2021-10-01 00:00:00.000000
67,AIMN31PN526,B08TDJNM3G,14,59.0,2022-04-13 00:00:00.000000,2022-04-13 00:00:00.000000
68,IANC05AP215,B086WMSCN3,12,5999.0,2022-08-29 00:00:00.000000,2022-08-29 00:00:00.000000
69,NOCO89CC732,B06XMZV7RH,14,499.0,2022-12-13 00:00:00.000000,2022-12-13 00:00:00.000000
70,NOCO89CC732,B0BD92GDQH,13,6999.0,2022-12-13 00:00:00.000000,2022-12-13 00:00:00.000000
71,NMIN32OO063,B09MKP344P,5,12999.0,2021-11-19 00:00:00.000000,2021-11-19 00:00:00.000000
72,NMIN32OO063,B084N1BM9L,15,1999.0,2021-11-19 00:00:00.000000,2021-11-19 00:00:00.000000
73,NMIN32OO063,B08461VC1Z,3,1995.0,2021-11-19 00:00:00.000000,2021-11-19 00:00:00.000000
74,NMIN32OO063,B0756CLQWL,9,3999.0,2021-11-19 00:00:00.000000,2021-11-19 00:00:00.000000
75,NMIN32OO063,B086199CWG,8,4799.0,2021-11-19 00:00:00.000000,2021-11-19 00:00:00.000000
76,NMIN32OO063,B00MFPCY5C,7,299.0,2021-11-19 00:00:00.000000,2021-11-19 00:00:00.000000
77,NPOA02PO977,B0BDYVC5TD,12,1800.0,2022-07-31 00:00:00.000000,2022-07-31 00:00:00.000000
78,NPOA02PO977,B078JBK4GX,7,4560.0,2022-07-31 00:00:00.000000,2022-07-31 00:00:00.000000
79,CCOA32NI392,B07SBGFDX9,8,120.0,2021-07-02 00:00:00.000000,2021-07-02 00:00:00.000000
80,CCOA32NI392,B07232M876,5,395.0,2021-07-02 00:00:00.000000,2021-07-02 00:00:00.000000
81,CCOA32NI392,B0B61DSF17,13,1999.0,2021-07-02 00:00:00.000000,2021-07-02 00:00:00.000000
82,CCOA32NI392,B09HS1NDRQ,12,799.0,2021-07-02 00:00:00.000000,2021-07-02 00:00:00.000000
83,CCOA32NI392,B0B3DV7S9B,10,499.0,2021-07-02 00:00:00.000000,2021-07-02 00:00:00.000000
84,ACMA24CI703,B09VH568H7,3,299.0,2022-07-28 00:00:00.000000,2022-07-28 00:00:00.000000
85,ACMA24CI703,B07QZ3CZ48,12,1290.0,2022-07-28 00:00:00.000000,2022-07-28 00:00:00.000000
86,ACMA24CI703,B09P18XVW6,13,4999.0,2022-07-28 00:00:00.000000,2022-07-28 00:00:00.000000
87,ACMA24CI703,B097ZQTDVZ,5,899.0,2022-07-28 00:00:00.000000,2022-07-28 00:00:00.000000
88,ACMA24CI703,B07L5L4GTB,15,404.0,2022-07-28 00:00:00.000000,2022-07-28 00:00:00.000000
89,ACMA24CI703,B0B4PPD89B,4,79.0,2022-07-28 00:00:00.000000,2022-07-28 00:00:00.000000
90,ACMA24CI703,B08CYPB15D,12,761.0,2022-07-28 00:00:00.000000,2022-07-28 00:00:00.000000
91,OMAA44IN067,B09LMMFW3S,15,399.0,2022-04-16 00:00:00.000000,2022-04-16 00:00:00.000000
92,MCAM79PC949,B0B56YRBNT,13,13499.0,2021-07-26 00:00:00.000000,2021-07-26 00:00:00.000000
93,OIAN87PA120,B07S7DCJKS,1,499.0,2021-02-12 00:00:00.000000,2021-02-12 00:00:00.000000
94,OIAN87PA120,B081RLM75M,13,599.0,2021-02-12 00:00:00.000000,2021-02-12 00:00:00.000000
95,OIAN87PA120,B0BNVBJW2S,3,7990.0,2021-02-12 00:00:00.000000,2021-02-12 00:00:00.000000
96,OIAN87PA120,B08235JZFB,7,1000.0,2021-02-12 00:00:00.000000,2021-02-12 00:00:00.000000
97,NIMC69AC690,B00N1U7JXM,11,175.0,2021-12-09 00:00:00.000000,2021-12-09 00:00:00.000000
98,NIMC69AC690,B0BBMGLQDW,4,1999.0,2021-12-09 00:00:00.000000,2021-12-09 00:00:00.000000
99,NIMC69AC690,B095244Q22,9,999.0,2021-12-09 00:00:00.000000,2021-12-09 00:00:00.000000
100,NIMC69AC690,B07J2NGB69,7,1390.0,2021-12-09 00:00:00.000000,2021-12-09 00:00:00.000000
101,NIMC69AC690,B07MP21WJD,13,299.0,2021-12-09 00:00:00.000000,2021-12-09 00:00:00.000000
102,NIMC69AC690,B01IBRHE3E,11,499.0,2021-12-09 00:00:00.000000,2021-12-09 00:00:00.000000
103,NIMC69AC690,B07RX42D3D,9,350.0,2021-12-09 00:00:00.000000,2021-12-09 00:00:00.000000
104,MPON10IM799,B0B7L86YCB,14,300.0,2021-11-24 00:00:00.000000,2021-11-24 00:00:00.000000
105,MPON10IM799,B09W5XR9RT,2,1999.0,2021-11-24 00:00:00.000000,2021-11-24 00:00:00.000000
106,AOCO38NC466,B003B00484,11,499.0,2021-04-19 00:00:00.000000,2021-04-19 00:00:00.000000
107,AOCO38NC466,B08K36NZSV,3,999.0,2021-04-19 00:00:00.000000,2021-04-19 00:00:00.000000
108,AOCO38NC466,B08G1RW2Q3,2,799.0,2021-04-19 00:00:00.000000,2021-04-19 00:00:00.000000
109,AOCO38NC466,B08RP2L2NL,5,999.0,2021-04-19 00:00:00.000000,2021-04-19 00:00:00.000000
110,AOCO38NC466,B01LONQBDG,7,899.0,2021-04-19 00:00:00.000000,2021-04-19 00:00:00.000000
111,PPMI38OP255,B0B19VJXQZ,13,59900.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
112,PPMI38OP255,B00TDD0YM4,10,1695.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
113,PPMI38OP255,B00N1U9AJS,12,165.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
114,PPMI38OP255,B002PD61Y4,13,1208.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
115,PPMI38OP255,B0B9RN5X8B,5,4700.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
116,PPMI38OP255,B00LHZWD0C,2,315.0,2021-06-23 00:00:00.000000,2021-06-23 00:00:00.000000
117,AIOP55NC262,B07DWFX9YS,7,1999.0,2022-04-29 00:00:00.000000,2022-04-29 00:00:00.000000
118,AIOP55NC262,B07V5YF4ND,13,1199.0,2022-04-29 00:00:00.000000,2022-04-29 00:00:00.000000
119,AIOP55NC262,B07VZYMQNZ,10,1440.0,2022-04-29 00:00:00.000000,2022-04-29 00:00:00.000000
120,AIOP55NC262,B07V5YF4ND,9,1199.0,2022-04-29 00:00:00.000000,2022-04-29 00:00:00.000000
121,AIOP55NC262,B07BKSSDR2,7,1900.0,2022-04-29 00:00:00.000000,2022-04-29 00:00:00.000000
122,AIOP55NC262,B082KVTRW8,2,1900.0,2022-04-29 00:00:00.000000,2022-04-29 00:00:00.000000
123,OACO22AM378,B098LCVYPW,6,999.0,2021-06-03 00:00:00.000000,2021-06-03 00:00:00.000000
124,OACO22AM378,B07SRM58TP,5,2099.0,2021-06-03 00:00:00.000000,2021-06-03 00:00:00.000000
125,OACO22AM378,B0B4HKH19N,2,931.0,2021-06-03 00:00:00.000000,2021-06-03 00:00:00.000000
126,OACO22AM378,B0832W3B7Q,6,3595.0,2021-06-03 00:00:00.000000,2021-06-03 00:00:00.000000
127,OACO22AM378,B083J64CBB,10,499.0,2021-06-03 00:00:00.000000,2021-06-03 00:00:00.000000
128,OACO22AM378,B09P8M18QM,13,2999.0,2021-06-03 00:00:00.000000,2021-06-03 00:00:00.000000
129,OPAP39PA948,B09NFSHCWN,15,1899.0,2022-11-10 00:00:00.000000,2022-11-10 00:00:00.000000
130,OAPI88PI356,B008QTK47Q,11,1745.0,2022-10-04 00:00:00.000000,2022-10-04 00:00:00.000000
131,OAPI88PI356,B07QCWY5XV,13,1399.0,2022-10-04 00:00:00.000000,2022-10-04 00:00:00.000000
132,OAPI88PI356,B08498D67S,13,1800.0,2022-10-04 00:00:00.000000,2022-10-04 00:00:00.000000
133,OAPI88PI356,B00PVT30YI,13,499.0,2022-10-04 00:00:00.000000,2022-10-04 00:00:00.000000
134,OAPI88PI356,B07XLCFSSN,3,1900.0,2022-10-04 00:00:00.000000,2022-10-04 00:00:00.000000
135,ANIM79IC941,B0B3XY5YT4,7,49990.0,2021-09-15 00:00:00.000000,2021-09-15 00:00:00.000000
136,AIPM98PA153,B00P0R95EA,7,640.0,2021-05-11 00:00:00.000000,2021-05-11 00:00:00.000000
137,AIPM98PA153,B09FPP3R1D,9,2495.0,2021-05-11 00:00:00.000000,2021-05-11 00:00:00.000000
138,APIA13OA053,B0BMM7R92G,3,999.0,2021-05-09 00:00:00.000000,2021-05-09 00:00:00.000000
139,APIA13OA053,B07WHQBZLS,9,21990.0,2021-05-09 00:00:00.000000,2021-05-09 00:00:00.000000
140,APIA13OA053,B0711PVX6Z,15,500.0,2021-05-09 00:00:00.000000,2021-05-09 00:00:00.000000
141,APIA13OA053,B08RDWBYCQ,3,999.0,2021-05-09 00:00:00.000000,2021-05-09 00:00:00.000000
142,APIA13OA053,B07JNVF678,3,999.0,2021-05-09 00:00:00.000000,2021-05-09 00:00:00.000000
143,IAIC09AP270,B08KS2KQTK,4,499.0,2021-01-19 00:00:00.000000,2021-01-19 00:00:00.000000
144,IAIC09AP270,B00S2SEV7K,8,100.0,2021-01-19 00:00:00.000000,2021-01-19 00:00:00.000000
145,IAIC09AP270,B0B53NXFFR,6,5999.0,2021-01-19 00:00:00.000000,2021-01-19 00:00:00.000000
146,IAIC09AP270,B01MQZ7J8K,13,1445.0,2021-01-19 00:00:00.000000,2021-01-19 00:00:00.000000
147,IAIC09AP270,B07YNHCW6N,5,2499.0,2021-01-19 00:00:00.000000,2021-01-19 00:00:00.000000
148,IAIC09AP270,B08HDJ86NZ,7,699.0,2021-01-19 00:00:00.000000,2021-01-19 00:00:00.000000
149,ANAP15PM799,B071SDRGWL,10,699.0,2022-07-05 00:00:00.000000,2022-07-05 00:00:00.000000
150,ANAP15PM799,B08BQ947H3,5,149.0,2022-07-05 00:00:00.000000,2022-07-05 00:00:00.000000
151,ANAP15PM799,B00GE55L22,12,699.0,2022-07-05 00:00:00.000000,2022-07-05 00:00:00.000000
152,ANAP15PM799,B09JFR8H3Q,7,1499.0,2022-07-05 00:00:00.000000,2022-07-05 00:00:00.000000
153,PAOC53PN688,B012MQS060,13,1795.0,2022-06-16 00:00:00.000000,2022-06-16 00:00:00.000000
154,PAOC53PN688,B0B3XXSB1K,13,79990.0,2022-06-16 00:00:00.000000,2022-06-16 00:00:00.000000
155,PAOC53PN688,B08Y5KXR6Z,7,800.0,2022-06-16 00:00:00.000000,2022-06-16 00:00:00.000000
156,PAOC53PN688,B00LM4X3XE,13,100.0,2022-06-16 00:00:00.000000,2022-06-16 00:00:00.000000
157,PAOC53PN688,B00LUGTJGO,8,1549.0,2022-06-16 00:00:00.000000,2022-06-16 00:00:00.000000
158,OIOI32MP908,B09NL4DCXK,2,599.0,2021-01-23 00:00:00.000000,2021-01-23 00:00:00.000000
159,OIOI32MP908,B08PPHFXG3,5,999.0,2021-01-23 00:00:00.000000,2021-01-23 00:00:00.000000
160,OIOI32MP908,B09B9SPC7F,5,1299.0,2021-01-23 00:00:00.000000,2021-01-23 00:00:00.000000
161,OIOI32MP908,B08Y1SJVV5,6,666.0,2021-01-23 00:00:00.000000,2021-01-23 00:00:00.000000
162,MIMA34AN682,B09YV575RK,10,9999.0,2021-12-17 00:00:00.000000,2021-12-17 00:00:00.000000
163,MIMA34AN682,B08MCD9JFY,7,1999.0,2021-12-17 00:00:00.000000,2021-12-17 00:00:00.000000
164,MIMA34AN682,B07DFYJRQV,2,1499.0,2021-12-17 00:00:00.000000,2021-12-17 00:00:00.000000
165,PAOC88IO676,B0B2CWRDB1,3,9999.0,2021-12-07 00:00:00.000000,2021-12-07 00:00:00.000000
166,PAOC88IO676,B0762HXMTF,14,1950.0,2021-12-07 00:00:00.000000,2021-12-07 00:00:00.000000
167,PAOC88IO676,B01F262EUU,10,999.0,2021-12-07 00:00:00.000000,2021-12-07 00:00:00.000000
168,NINI19AC099,B08K36NZSV,15,999.0,2021-06-07 00:00:00.000000,2021-06-07 00:00:00.000000
169,NINI19AC099,B07DKZCZ89,11,499.0,2021-06-07 00:00:00.000000,2021-06-07 00:00:00.000000
170,NINI19AC099,B08VS3YLRK,9,1499.0,2021-06-07 00:00:00.000000,2021-06-07 00:00:00.000000
171,NINI19AC099,B09ZHCJDP1,10,1000.0,2021-06-07 00:00:00.000000,2021-06-07 00:00:00.000000
172,NINI19AC099,B08235JZFB,13,1000.0,2021-06-07 00:00:00.000000,2021-06-07 00:00:00.000000
173,NINI19AC099,B00J5DYCCA,7,1890.0,2021-06-07 00:00:00.000000,2021-06-07 00:00:00.000000
174,PPOA99NO002,B0BNQMF152,1,2199.0,2021-11-15 00:00:00.000000,2021-11-15 00:00:00.000000
175,PPOA99NO002,B09F5Z694W,6,9625.0,2021-11-15 00:00:00.000000,2021-11-15 00:00:00.000000
176,PPOA99NO002,B072J83V9W,11,9995.0,2021-11-15 00:00:00.000000,2021-11-15 00:00:00.000000
177,PPOA99NO002,B097RJ867P,7,11595.0,2021-11-15 00:00:00.000000,2021-11-15 00:00:00.000000
178,PPOA99NO002,B09P858DK8,14,1999.0,2021-11-15 00:00:00.000000,2021-11-15 00:00:00.000000
179,PPOA99NO002,B01MRARGBW,5,400.0,2021-11-15 00:00:00.000000,2021-11-15 00:00:00.000000
180,PPOA99NO002,B083GKDRKR,8,2995.0,2021-11-15 00:00:00.000000,2021-11-15 00:00:00.000000
181,AACN83AO563,B009DA69W6,6,1900.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
182,AACN83AO563,B07K2HVKLL,11,1020.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
183,AACN83AO563,B0B9BD2YL4,14,6999.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
184,AACN83AO563,B09Q8HMKZX,12,699.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
185,AACN83AO563,B098R25TGC,15,2999.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
186,AACN83AO563,B08HLZ28QC,10,3490.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
187,NMAP19AN791,B0B21XL94T,14,34990.0,2021-08-31 00:00:00.000000,2021-08-31 00:00:00.000000
188,NMAP19AN791,B07TMCXRFV,14,1599.0,2021-08-31 00:00:00.000000,2021-08-31 00:00:00.000000
189,NMAP19AN791,B09GFN8WZL,5,999.0,2021-08-31 00:00:00.000000,2021-08-31 00:00:00.000000
190,NMAP19AN791,B07MP21WJD,12,299.0,2021-08-31 00:00:00.000000,2021-08-31 00:00:00.000000
191,NOMI03AP007,B07MKMFKPG,3,10590.0,2022-12-26 00:00:00.000000,2022-12-26 00:00:00.000000
192,NOMI03AP007,B09MZ6WZ6V,10,999.0,2022-12-26 00:00:00.000000,2022-12-26 00:00:00.000000
193,NOMI03AP007,B015GX9Y0W,10,2400.0,2022-12-26 00:00:00.000000,2022-12-26 00:00:00.000000
194,NOMI03AP007,B01FSYQ2A4,1,2990.0,2022-12-26 00:00:00.000000,2022-12-26 00:00:00.000000
195,NOMI03AP007,B09NHVCHS9,11,199.0,2022-12-26 00:00:00.000000,2022-12-26 00:00:00.000000
196,NOMI03AP007,B0B5GJRTHB,10,1999.0,2022-12-26 00:00:00.000000,2022-12-26 00:00:00.000000
197,NCOA25AO528,B00MFPCY5C,15,299.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
198,NCOA25AO528,B095JQVC7N,12,59999.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
199,NCOA25AO528,B07QDSN9V6,13,1595.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
200,NCOA25AO528,B09T2S8X9C,5,28999.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
201,NCOA25AO528,B09P18XVW6,8,4999.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
202,NCOA25AO528,B085LPT5F4,14,2800.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
203,NCOA25AO528,B08HV25BBQ,6,4999.0,2021-06-21 00:00:00.000000,2021-06-21 00:00:00.000000
204,IMIO06MN816,B01892MIPA,9,10900.0,2021-08-10 00:00:00.000000,2021-08-10 00:00:00.000000
205,IMIO06MN816,B0B5LVS732,15,4999.0,2021-08-10 00:00:00.000000,2021-08-10 00:00:00.000000
206,IMIO06MN816,B08WLY8V9S,7,899.0,2021-08-10 00:00:00.000000,2021-08-10 00:00:00.000000
207,IOMI98NA353,B099PR2GQJ,11,999.0,2021-08-18 00:00:00.000000,2021-08-18 00:00:00.000000
208,IOMI98NA353,B08D77XZX5,15,2499.0,2021-08-18 00:00:00.000000,2021-08-18 00:00:00.000000
209,IOMI98NA353,B09F6D21BY,8,1999.0,2021-08-18 00:00:00.000000,2021-08-18 00:00:00.000000
210,IOMI98NA353,B01KK0HU3Y,5,1499.0,2021-08-18 00:00:00.000000,2021-08-18 00:00:00.000000
211,IOMI98NA353,B08SMJT55F,15,3990.0,2021-08-18 00:00:00.000000,2021-08-18 00:00:00.000000
212,IOMI98NA353,B0971DWFDT,5,699.0,2021-08-18 00:00:00.000000,2021-08-18 00:00:00.000000
213,PAMO24IA520,B0B3MWYCHQ,14,9999.0,2021-06-29 00:00:00.000000,2021-06-29 00:00:00.000000
214,PAMO24IA520,B0756CLQWL,11,3999.0,2021-06-29 00:00:00.000000,2021-06-29 00:00:00.000000
215,MMIN67AO501,B0758F7KK7,11,999.0,2021-01-13 00:00:00.000000,2021-01-13 00:00:00.000000
216,MMIN67AO501,B00LP9RFSU,6,825.0,2021-01-13 00:00:00.000000,2021-01-13 00:00:00.000000
217,MMIN67AO501,B078HRR1XV,15,4699.0,2021-01-13 00:00:00.000000,2021-01-13 00:00:00.000000
218,ONCN30IM800,B09HS1NDRQ,9,799.0,2022-02-07 00:00:00.000000,2022-02-07 00:00:00.000000
219,ONCN30IM800,B0B3RSDSZ3,15,9999.0,2022-02-07 00:00:00.000000,2022-02-07 00:00:00.000000
220,ONCN30IM800,B00NW4UWN6,14,1345.0,2022-02-07 00:00:00.000000,2022-02-07 00:00:00.000000
221,ONCN30IM800,B09JS562TP,3,1630.0,2022-02-07 00:00:00.000000,2022-02-07 00:00:00.000000
222,ONCN30IM800,B0BBFJLP21,6,15999.0,2022-02-07 00:00:00.000000,2022-02-07 00:00:00.000000
223,ONCN30IM800,B00MUTWLW4,6,3295.0,2022-02-07 00:00:00.000000,2022-02-07 00:00:00.000000
224,NOOA19IN647,B07TC9F7PN,8,16899.0,2021-10-11 00:00:00.000000,2021-10-11 00:00:00.000000
225,NOOA19IN647,B09X5HD5T1,6,499.0,2021-10-11 00:00:00.000000,2021-10-11 00:00:00.000000
226,NOOA19IN647,B09NJN8L25,10,199.0,2021-10-11 00:00:00.000000,2021-10-11 00:00:00.000000
227,NOOA19IN647,B00NH13Q8W,3,800.0,2021-10-11 00:00:00.000000,2021-10-11 00:00:00.000000
228,OAPI73NO454,B09163Q5CD,2,1929.0,2021-04-20 00:00:00.000000,2021-04-20 00:00:00.000000
229,OAPI73NO454,B09Z6WH2N1,13,499.0,2021-04-20 00:00:00.000000,2021-04-20 00:00:00.000000
230,OAPI73NO454,B0B5GF6DQD,7,5999.0,2021-04-20 00:00:00.000000,2021-04-20 00:00:00.000000
231,OIAO51NA078,B01EY310UM,8,1545.0,2022-09-11 00:00:00.000000,2022-09-11 00:00:00.000000
232,OIAO51NA078,B07WFPMGQQ,15,27990.0,2022-09-11 00:00:00.000000,2022-09-11 00:00:00.000000
233,OIAO51NA078,B08HV25BBQ,15,4999.0,2022-09-11 00:00:00.000000,2022-09-11 00:00:00.000000
234,OIAO51NA078,B07YR26BJ3,2,2000.0,2022-09-11 00:00:00.000000,2022-09-11 00:00:00.000000
235,OIAO51NA078,B09X76VL5L,10,3490.0,2022-09-11 00:00:00.000000,2022-09-11 00:00:00.000000
